loyalty_number,churned,churn_prob,risk_bucket,cluster_label,rfm_segment,clv,behavioral_clv,priority_score,priority_rank,nudge_type,mechanism,channel,timing,subject_line,message_frame,be_principle,success_kpi,expected_lift,priority_tier
654941,0,0.011852981,Low (<25%),Moderate Risk,Hibernating,3688.11,3644.39490224409,43.19694353279606,8450.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
655044,0,0.059905827,Low (<25%),Moderate Risk,Lost,4942.63,3204.5087326172347,191.96874575615732,3545.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
655082,0,0.014571824,Low (<25%),Moderate Risk,Loyal,3674.57,3621.02481268432,52.76493627006889,7847.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
655325,0,0.005233916,Low (<25%),Moderate Risk,Loyal,3118.98,3102.65552067432,16.239038372145654,11110.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
655453,0,0.03482192,Low (<25%),Moderate Risk,Hibernating,5174.08,4993.9086001664,173.89748576230636,3842.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
655480,0,0.0071563553,Low (<25%),Moderate Risk,Hibernating,7121.08,7070.119021400275,50.596283730428674,7962.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
655715,0,0.012218804,Low (<25%),Moderate Risk,Needs Attention,5274.43,4530.419803146331,55.356311612363605,7704.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
655721,0,0.0028139704,Low (<25%),Loyal Champions,Loyal,4905.13,4891.327109371849,13.764049702489944,11413.0,Social Proof + Tier Preview,Social proof + anticipated reward,App notification + monthly email digest,"Monthly, timed to post-flight (within 48h of landing)",You flew more than 91% of members this month,"You are in the top 10% of active members this quarter. At your current pace, you will reach the next tier in 7 months. Here is what unlocks when you get there.",Social proof reinforces behaviour; tier preview creates anticipatory reward,Maintained flight frequency + tier upgrade within 6 months,15-20% increase in booking rate post-notification,TIER 3 — automated monthly
655743,0,0.0063855615,Low (<25%),Moderate Risk,Loyal,4505.85,4477.077617715226,28.588654468194065,9720.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
655892,0,0.030988142,Low (<25%),Moderate Risk,Promising New,2369.11,2295.69568290638,71.13934381068988,6856.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
655957,0,0.003377105,Low (<25%),Moderate Risk,Loyal,13755.54,13709.0860970883,46.297023203907386,8237.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
656027,0,0.00042483417,Low (<25%),Loyal Champions,Hibernating,4550.86,4548.9266391691135,1.9325394731423,13262.0,Social Proof + Tier Preview,Social proof + anticipated reward,App notification + monthly email digest,"Monthly, timed to post-flight (within 48h of landing)",You flew more than 91% of members this month,"You are in the top 10% of active members this quarter. At your current pace, you will reach the next tier in 7 months. Here is what unlocks when you get there.",Social proof reinforces behaviour; tier preview creates anticipatory reward,Maintained flight frequency + tier upgrade within 6 months,15-20% increase in booking rate post-notification,TIER 3 — automated monthly
656036,1,0.9987178,Critical (>75%),Moderate Risk,Hibernating,14439.8,6.9866836075472305,6.9777252818256335,12447.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
656288,0,0.021492366,Low (<25%),Moderate Risk,Loyal,4669.23,4568.877199901819,98.19598098934506,5750.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
656360,0,0.005109066,Low (<25%),Moderate Risk,Needs Attention,7706.96,6667.464898000557,34.06451821656811,9176.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
656415,0,0.008274795,Low (<25%),Moderate Risk,Loyal,17723.76,17577.0995193708,145.4468952173919,4422.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
656572,0,0.010896117,Low (<25%),Moderate Risk,Hibernating,7812.89,6719.791162132062,73.21963071815692,6764.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
656639,0,0.006094214,Low (<25%),Moderate Risk,Loyal,5553.52,5519.67566066672,33.63808468669438,9220.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
656942,0,0.017777251,Low (<25%),Moderate Risk,Hibernating,6081.05,5972.94564780645,106.18255399041288,5467.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
657116,0,0.002653577,Low (<25%),Moderate Risk,Loyal,5971.0,5955.1554917329995,15.802463644286377,11161.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
657118,0,0.009782832,Low (<25%),Moderate Risk,Loyal,9700.35,9605.4531056088,93.96853401604916,5886.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
657339,0,0.0022207047,Low (<25%),Moderate Risk,Needs Attention,4812.53,4175.515471313138,9.2725868320678,12077.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
657492,0,0.009819794,Low (<25%),Moderate Risk,Loyal,15228.2,15078.6622130092,148.06935672733445,4354.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
657668,0,0.07876913,Low (<25%),Moderate Risk,Hibernating,5390.27,4965.683121634901,391.14253934686536,1838.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
657730,1,0.99872595,Critical (>75%),Moderate Risk,Hibernating,6005.85,3.060701277000064,3.056801790538102,13075.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
657748,0,0.0030477424,Low (<25%),Moderate Risk,Loyal,3351.57,3341.355278004432,10.183590154237896,11950.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
657842,0,0.0043874807,Low (<25%),Loyal Champions,Hibernating,6308.92,5461.947595880137,23.9641896613355,10210.0,Social Proof + Tier Preview,Social proof + anticipated reward,App notification + monthly email digest,"Monthly, timed to post-flight (within 48h of landing)",You flew more than 91% of members this month,"You are in the top 10% of active members this quarter. At your current pace, you will reach the next tier in 7 months. Here is what unlocks when you get there.",Social proof reinforces behaviour; tier preview creates anticipatory reward,Maintained flight frequency + tier upgrade within 6 months,15-20% increase in booking rate post-notification,TIER 3 — automated monthly
657865,0,0.003545004,Low (<25%),Moderate Risk,Loyal,5838.9,5818.2010761444,20.625546087736204,10577.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
658175,0,0.03555989,Low (<25%),Moderate Risk,Promising New,6272.42,6049.3734347662,215.11505390920823,3207.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
658310,0,0.069143414,Low (<25%),Moderate Risk,Hibernating,6746.43,5460.8337369460705,377.58068785882926,1905.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
658330,0,0.013438436,Low (<25%),Moderate Risk,Hibernating,3895.96,3843.60439088144,51.652031616179215,7909.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
658407,1,0.93142116,Critical (>75%),Moderate Risk,Lost,3614.08,154.90588379200008,144.2826179723699,4441.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
658546,0,0.0035215556,Low (<25%),Moderate Risk,Hibernating,14333.92,10987.263310580036,38.69225864004767,8803.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
658861,0,0.011728699,Low (<25%),Moderate Risk,Loyal,5325.39,5262.9301036323905,61.72732304354312,7360.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
658996,0,0.03091248,Low (<25%),Moderate Risk,Hibernating,2359.42,2286.4844764384,70.68090564821252,6874.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
659011,0,0.008067935,Low (<25%),Moderate Risk,Loyal,5635.29,5589.82484657385,45.098343523542795,8312.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
659112,0,0.04146253,Low (<25%),Moderate Risk,Hibernating,9942.3,9530.067087981,395.1406925374248,1811.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
659147,0,0.0007625994,Low (<25%),Moderate Risk,Loyal,2121.31,2119.692290266786,1.616476068742077,13308.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
659205,0,0.003585832,Low (<25%),Moderate Risk,Loyal,11005.02,10965.55784712336,39.320648226066055,8758.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
659251,0,0.004539666,Low (<25%),Moderate Risk,Loyal,2756.94,2744.42441321796,12.458770198255523,11599.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
659400,0,0.00849971,Low (<25%),Moderate Risk,At-Risk High-Value,8679.8,5935.189115270345,50.4473862749545,7973.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
659419,0,0.021313544,Low (<25%),Moderate Risk,Hibernating,15167.04,11418.289712007878,243.36422018162725,2890.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
659481,0,0.38487226,Medium (25-50%),Moderate Risk,Hibernating,7341.86,3927.114564518608,1511.4374577251926,226.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
659536,0,0.0060478174,Low (<25%),Moderate Risk,Loyal,8337.19,8286.768197250894,50.116860893100586,7993.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
659607,0,0.0031280527,Low (<25%),Moderate Risk,Loyal,2511.7,2503.8432700334097,7.832153701204836,12325.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
659637,0,0.01589338,Low (<25%),Moderate Risk,Loyal,2344.23,2306.9722618026003,36.66558680628821,8977.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
659767,0,0.0014124399,Low (<25%),Moderate Risk,Hibernating,2590.21,2586.551484046621,3.6533485194716615,12987.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
659781,0,0.0623132,Low (<25%),Moderate Risk,Hibernating,12550.88,11768.794504384,733.351245710581,852.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
659882,1,0.89065003,Critical (>75%),Moderate Risk,Hibernating,6767.81,569.2767849736155,507.02638561505415,1388.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
659967,0,0.00071541243,Low (<25%),Moderate Risk,Loyal,2457.58,2455.821816720281,1.7569254535468708,13294.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
660030,0,0.0066607455,Low (<25%),Moderate Risk,Loyal,5234.78,5199.91246267151,34.635293536133176,9127.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
660047,0,0.12673849,Low (<25%),Moderate Risk,Hibernating,7423.93,6483.0323219343,821.6497271031471,715.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
660119,0,0.0017225721,Low (<25%),Moderate Risk,Needs Attention,6516.21,5656.509007353269,9.743744599465437,12016.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
660178,0,0.046203006,Low (<25%),Moderate Risk,Loyal,4413.26,4209.35412174044,194.48481374289827,3510.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
660197,0,0.009040425,Low (<25%),Moderate Risk,Hibernating,4482.02,3862.174464644784,34.915698584536315,9108.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
660294,0,0.010407082,Low (<25%),Moderate Risk,Loyal,2498.96,2472.9531183652803,25.736225884983178,10024.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
660376,0,0.007322598,Low (<25%),Moderate Risk,Promising New,4686.47,4652.15286415094,34.06584525872594,9175.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
660395,0,0.049593776,Low (<25%),Moderate Risk,Loyal,7469.56,7099.11631454144,352.0719843013137,2029.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
660436,0,0.015633116,Low (<25%),Moderate Risk,Loyal,5123.77,5043.669509232681,78.84827050349756,6485.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
660457,0,0.34564883,Medium (25-50%),Moderate Risk,Lost,5908.16,2666.2147645153104,921.5740138834426,585.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
660554,0,0.08822533,Low (<25%),Moderate Risk,Hibernating,4282.95,3395.726367718696,299.58907938168335,2376.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
